7020A, 9457, 110.4416183420681, 39.058759286325206, 0.0009354625290269207, 0.00250307493436841, 110.434112728028, 39.050845670327, 110.444769762041, 39.0625270201584
7020B, 8917, 110.44156706576653, 39.05903214736894, 0.0009264118034097527, 0.002458635715659801, 110.437733208862, 39.0508497802929, 110.444414123102, 39.0627785095998
7011B, 6411, 110.4414759211448, 39.059400966844805, 0.0007523145362111749, 0.001562417683735266, 110.440411460352, 39.0510149956933, 110.444475355821, 39.0625981801396
7099B, 2, 110.4406114468745, 39.055879320837846, 0.0032898803684986433, 0.002278853213351084, 110.437321566506, 39.0536004676245, 110.443901327243, 39.0581581740512
92A, 1391, 110.43980306162896, 39.06428420872545, 0.0004920609039018753, 0.0002815730398801047, 110.438829322122, 39.06406424089, 110.440132718393, 39.0649356977189
92B, 554, 110.44003149057804, 39.06440789633728, 2.173299885582448e-05, 1.876892749717857e-05, 110.439979111151, 39.0643548637224, 110.440121961223, 39.0644515151749
29B, 1528, 110.4408585213255, 39.05989363009089, 0.000596580832164185, 0.0011841761984730578, 110.440154663207, 39.0571720063653, 110.442524708155, 39.0638981386089
29A, 1494, 110.44098070609536, 39.05965265651834, 0.0006299162900437362, 0.0012256629955423452, 110.44018860802, 39.0569328714907, 110.442649094859, 39.0636331811009
7016A, 8157, 110.4418682940114, 39.058465940324496, 0.0011822490615855683, 0.00264816358147759, 110.434419380073, 39.0508751366382, 110.444347662967, 39.0626616725373
7016B, 8078, 110.44189324797453, 39.05843011280473, 0.0011200139732800614, 0.002518574815770575, 110.438579391847, 39.0508719007361, 110.444524454877, 39.0626482279692
526B, 700, 110.44045740658926, 39.061328105626615, 0.0007552895194114177, 0.0015638295052583765, 110.43914364222, 39.0601984066895, 110.440995703656, 39.0640398147552
526A, 1006, 110.44126240596749, 39.05975253511272, 0.0011719177840667705, 0.002635344785867042, 110.440503251357, 39.0525867835993, 110.444484354589, 39.062391877084
5A, 6684, 110.44201922937262, 39.05806433648384, 0.0013213768259222817, 0.0030585637295369628, 110.44043579853, 39.050849934674, 110.444399880648, 39.0626810575451
665B, 120, 110.44110339981003, 39.05554769921412, 0.002979831700944253, 0.0024410067653928094, 110.434020899325, 39.050873485006, 110.444707341489, 39.0587642405801
665A, 1, 110.436702828994, 39.0582014249973, 0.0, 0.0, 110.436702828994, 39.0582014249973, 110.436702828994, 39.0582014249973
5B, 6472, 110.44204167839725, 39.057901835995374, 0.0012524364435873515, 0.0030042012273429133, 110.440473094165, 39.0508459208409, 110.444338508875, 39.0623748077738
26B, 6238, 110.44135074591364, 39.059539927746094, 0.0009781813877802463, 0.002418324082700176, 110.440354071112, 39.0519317948874, 110.444393490838, 39.0629299572349
7025B, 78, 110.44067225952502, 39.05593235905078, 0.0032672610485862856, 0.0024223673927315226, 110.433967316041, 39.0508654088017, 110.444182098223, 39.0588202912734
7025A, 7, 110.44141032368385, 39.05547345752207, 0.0028353383755201655, 0.002432753887098427, 110.437828520777, 39.051488624194, 110.443984257467, 39.0580939878703
7116B, 9912, 110.44068227344283, 39.06037138054265, 0.0009202625729486992, 0.001562814088630682, 110.439692213666, 39.054216621114, 110.444073842268, 39.0629994682913
7116A, 9236, 110.44086158323891, 39.060274795721014, 0.0009335119034908287, 0.0016425251602058808, 110.439292107984, 39.0521025242901, 110.444237304398, 39.063395825685
7100A, 2593, 110.44003130422958, 39.06223848680536, 0.0014289166298983283, 0.0030119384435417563, 110.438837124048, 39.0508427037616, 110.444437320329, 39.064401342256
7035B, 15, 110.44027132825907, 39.056437407363525, 0.003065639808982865, 0.0014479749487171657, 110.434116143877, 39.0519694117436, 110.44393781824, 39.0580704970336
7037A, 4700, 110.44135132250346, 39.05969448556496, 0.0009679835638828338, 0.002273109356383268, 110.438538818469, 39.0508856154465, 110.444932196474, 39.0652116128009
7037B, 5587, 110.44156132692689, 39.059164306812875, 0.0011115974730709175, 0.002684039944630623, 110.437769266144, 39.0508402479729, 110.444413416786, 39.0648760629197
